timestamp,t_x,t_y,t_z,q_x,q_y,q_z,q_w
1556192425.879864,0.0,0.0,0.0,0.0,-0.0,0.0,1.0
1556192426.283305,0.00249194772914052,0.0006921716267243028,0.005167335271835327,7.579752992531432e-05,9.65767243212968e-05,0.00014879640186314893,0.9999999813936506
1556192426.686765,-0.0024230717681348324,0.0017567324684932828,0.008025784976780415,4.5740580751701746e-05,-0.00011531969885213821,0.00048340727958524936,0.9999998754632764
1556192427.090186,-0.005411649122834206,0.0023464267142117023,0.008701302111148834,2.8991704138302374e-05,-0.00034099271426682866,0.0005450490808785936,0.9999997929024533
1556192427.493661,-0.0017766422824934125,0.0018998607993125916,0.004191318526864052,-0.00011977812547041997,-0.00013837948225937352,0.00046156293656313195,0.99999987673198
1556192427.897104,0.00695376843214035,0.00284902798011899,0.006611446384340525,-4.1677146921222524e-05,0.0007037333117135712,-7.369723930255607e-05,0.9999997487955476
1556192428.300581,-0.0014292387058958411,0.0029036314226686954,0.00659308722242713,0.0002045310764828729,0.00024519703714235246,-0.0005763331838681137,0.999999782942733
1556192428.703996,0.004925493150949478,0.004169423133134842,0.0019039915641769767,-8.324674120200186e-05,0.0002750924139636279,-0.0010013335948863195,0.9999994573624406
1556192429.107444,-0.005921420641243458,0.003961017820984125,0.00433416198939085,-0.00026271342810616887,3.464669987338117e-05,0.0005667561694442943,0.9999998042843334
1556192429.510907,0.0025838175788521767,0.003519334364682436,-0.0026518406812101603,-0.0001339632916294323,0.00024787783108416625,0.0002184551248926723,0.999999936443886
1556192429.914336,0.0030962591990828514,0.004176633898168802,0.003590927692130208,2.887019648980008e-05,-0.00011905845063727828,0.00024054180746972274,0.9999999635656173
1556192430.317811,-0.006510382052510977,0.004021449945867062,-0.0031392229720950127,0.00011422852344549636,0.00036295417852595283,0.0007254140924260875,0.9999996644951953
1556192430.721247,-0.0012665399117395282,0.003999353852123022,-0.0007745150942355394,-0.0003839219546042256,-0.0002847782267920972,-3.620938998051345e-05,0.9999998850970805
1556192431.124695,0.0019713877700269222,0.004588993266224861,-0.0008725253283046186,0.0002838623050426836,-0.0003766033814820618,-7.858912970879049e-05,0.9999998857079102
1556192431.528155,-0.0033142047468572855,0.004945750813931227,-0.00391495693475008,0.0003190164569486322,0.0003702761305646962,0.0006977164106757868,0.9999996371578829
1556192431.931599,-0.0023640564177185297,0.005062849726527929,-0.00023338577011600137,-0.00010022345516747038,-0.00020671631457154046,0.00010131506589776625,0.9999999684794403
1556192432.335043,0.002216964028775692,0.005442567635327578,-0.0025559021160006523,0.00025867026161067395,-7.433179256428243e-06,0.0004076992997218382,0.9999998834078554
1556192432.738487,0.0018025411991402507,0.005959849804639816,0.0015996695728972554,0.00104948007805808,-0.000263052313955549,0.00036911063495618157,0.999999346575979
1556192433.142031,-0.0020326494704931974,0.0058599510230124,-0.0005251304828561842,-0.0001264586293534159,-0.00013463926434047202,0.0010631765342265312,0.9999994177679008
1556192433.54775,-0.002001475775614381,0.005943856202065945,-0.002467780141159892,0.0007390851172312856,-2.1842777689874323e-05,5.1255206914738466e-05,0.9999997253244554
1556192433.948838,0.0022690552286803722,0.005439238157123327,-0.00803894829005003,-7.469086149402308e-05,3.8600903027523915e-05,0.00039129906852408474,0.999999919908139
1556192434.354071,0.00197480502538383,0.005755160935223103,-0.00040246432763524354,0.0006947984433602492,-2.9980922419910397e-05,0.0009872384159455314,0.999999270858023
1556192434.755729,0.004290572367608547,0.005187919829040766,0.001592100947163999,0.0005927687830960713,-0.0004352514404001138,1.728099395686243e-05,0.9999997294413236
1556192435.159564,-0.0015558012528344989,0.0045393300242722034,-0.0021550958044826984,-9.237776543969254e-06,0.0002231325197977564,0.0009240271492182514,0.9999995481500827
1556192435.562656,-0.0007111417362466455,0.004510795697569847,-0.0017516149673610926,0.00035920237645489816,0.00010249483884109242,0.0008590525776369564,0.9999995612484684
1556192435.970099,-0.0031371107324957848,0.004638240672647953,-0.0018304665572941303,0.0001769584559178949,-5.7933703871131294e-06,-0.00043556107554407203,0.9999998894693394
1556192436.370113,-0.003460958134382963,0.004271768499165773,-0.002750221872702241,-6.01230687020359e-05,0.00010640386025125923,0.0006524299453378207,0.9999997796992766
1556192436.774314,4.460343188839033e-05,0.004084416665136814,-0.0034460776951164007,-0.000865135832479017,0.00018431850454092547,8.558922200991425e-05,0.9999996051205048
1556192437.176421,-0.0011210209922865033,0.004536835011094809,-0.0009575862786732614,0.0005121473916405027,1.0112332218283512e-05,-0.000515715515733851,0.9999997358201135
1556192437.579877,-0.0009295851923525333,0.004172865767031908,0.002467223908752203,-0.00044539726108837194,2.4953275163416307e-05,-0.0004690737911656039,0.9999997904841743
1556192437.983314,0.0015527000650763512,0.004005868453532457,-0.001381789450533688,1.1733111671854075e-05,0.00016221953143598917,0.0006711489162764252,0.9999997615531167
1556192438.386808,0.00427094055339694,0.004311027470976114,0.00015397564857266843,-0.00029209385640676836,0.0003674288028697211,0.00018505077441446924,0.9999998727167242
1556192438.790212,0.0029560490511357784,0.0043875607661902905,-0.0056727491319179535,-0.0002599407446308695,7.50827218557691e-05,0.0005051072265684294,0.9999998358300285
1556192439.193653,0.001042848452925682,0.0038632529322057962,0.012751045636832714,-0.0012456384704823708,-0.0005845981470642365,-0.0003683632292151087,0.9999989854686546
1556192439.599969,0.0004466035170480609,0.001787930610589683,-6.451967783505097e-05,0.0004617296260879961,-0.0006055962622228543,0.00015082448973369986,0.9999996986554011
1556192440.000596,0.006209344603121281,0.0025030048564076424,0.0005608526989817619,-3.604569173349456e-05,0.00020107391654221944,-0.00037161438100869235,0.999999910086366
1556192440.404037,0.004239221569150686,0.003170719835907221,-0.0036919163540005684,-5.4536959118417575e-05,-2.1064999673134572e-05,0.0002838493486197198,0.9999999580057658
1556192440.80761,0.006820657756179571,0.00415061553940177,0.0005904962308704853,-0.0001725298321182454,-0.0004633549125950024,-0.00048750322284622273,0.9999997589381158
1556192441.210906,0.008538816124200821,0.00477930624037981,-0.004842760507017374,-0.0001440575603582403,6.292248249450091e-05,-0.0001535766750164212,0.9999999758511924
1556192441.614572,0.0018958814907819033,0.0053256805986166,-0.0005464926944114268,4.704721894490137e-05,-0.00015589360773293396,0.0010726881813973958,0.9999994114117308
1556192442.017796,0.007330862805247307,0.005840801168233156,0.005972071085125208,0.0002214961584444717,-0.00041876106753022157,0.0006067302897198149,0.9999997037284439
1556192442.421251,0.004595855250954628,0.006903702858835459,0.006849645636975765,-7.109708366322724e-05,-0.00041855875096710266,2.0180758082960457e-05,0.9999999096732529
1556192442.824712,0.0029697027057409286,0.006861653178930283,0.0006026068585924804,-0.00018738348566974615,0.00016196130935044274,-4.806655210493504e-05,0.9999999681727846
